"student id","tar.gz","file structure","readme","makefile","make clean","make","public1 2 ways cut size","public1 2 ways runtime","public1 4 ways cut size","public1 4 ways runtime","public2 2 ways cut size","public2 2 ways runtime","public2 4 ways cut size","public2 4 ways runtime","status"
"114062616","yes","yes","yes","yes","yes","yes",N/A,TLE,N/A,TLE,N/A,TLE,N/A,TLE,"Time out while testing public1. Time out while testing public1. Time out while testing public2. Time out while testing public2."
